date,title,artist,peakPos,lastPos,weeks,rank,change
1984-03-03,Twist Of Fate,Olivia Newton-John,5,59,18,94,-35,
1974-03-02,A Mother For My Children,The Whispers,92,92,4,96,-4,
1974-03-02,Baby Come Close,Smokey Robinson,27,34,16,43,-9,
1974-03-02,I Miss You,The Dells,60,60,7,61,-1,
1974-03-02,Living For The City,Stevie Wonder,8,33,17,42,-9,
1974-03-02,Smokin' In The Boy's Room,Brownsville Station,3,26,19,40,-14,
1974-03-02,The Joker,The Steve Miller Band,1,23,20,31,-8,
1974-03-02,Try (Try To Fall In Love),Cooker,88,88,5,98,-10,
1974-03-02,What Is Hip?,Tower Of Power,91,98,2,91,7,
1974-03-02,You Sure Love To Ball,Marvin Gaye,50,50,6,53,-3,
1985-03-02,Bongo Bongo,Steve Miller,84,84,3,96,-12,
1985-03-02,Born In The USA,Bruce Springsteen,9,73,17,79,-6,
1985-03-02,Go For It,Kim Wilde,65,80,7,97,-17,
1985-03-02,Gotta Get You Home Tonight,Eugene Wilde,83,94,8,98,-4,
1985-03-02,I Feel For You,Chaka Khan,3,96,26,99,-3,
1985-03-02,Out Of Touch,Daryl Hall John Oates,1,97,23,100,-3,
1985-03-02,The Wild Boys,Duran Duran,2,86,18,94,-8,
1996-03-02,Back For Good,Take That,7,47,30,48,-1,
1996-03-02,Carnival,Natalie Merchant,10,41,31,44,-3,
1996-03-02,Cruisin',D'Angelo,53,83,18,94,-11,
1996-03-02,East 1999,Bone Thugs-N-Harmony,62,97,13,99,-2,
1996-03-02,Hooked On You,Silk,54,93,18,95,-2,
1996-03-02,I'd Lie For You (And That's The Truth),Meat Loaf,13,100,20,96,4,
1996-03-02,Microphone Master,Das EFX (Featuring Mobb Deep),86,95,3,100,-5,
1996-03-02,Throw Your Hands Up,L.V.,63,86,16,98,-12,
1996-03-02,When Love & Hate Collide,Def Leppard,58,90,14,97,-7,
1991-03-02,Candy,Iggy Pop With Kate Pierson,28,64,15,90,-26,
1991-03-02,For You,The Outfield,21,78,18,94,-16,
1991-03-02,How Can You Expect To Be Taken Seriously?,Pet Shop Boys,93,93,3,100,-7,
1991-03-02,Justify My Love,Madonna,1,68,16,86,-18,
1991-03-02,Remember My Name,House Of Lords,72,77,9,97,-20,
1991-03-02,Shelter Me,Cinderella,36,76,13,87,-11,
1991-03-02,Still Got The Blues,Gary Moore,97,97,3,99,-2,
1991-03-02,The Way You Do The Things You Do,UB40,6,72,25,85,-13,
1991-03-02,Who Said I Would,Phil Collins,73,82,5,95,-13,
1991-03-02,Wiggle It,2 In A Room,15,86,22,92,-6,
1980-03-01,Do You Love What You Feel,Rufus And Chaka Khan,30,96,15,98,-2,
1980-03-01,I Don't Like Mondays,The Boomtown Rats,73,73,5,92,-19,
1980-03-01,I Don't Want To Talk About It,Rod Stewart,46,100,11,100,0,
1980-03-01,Lost Her In The Sun,John Stewart,34,77,13,97,-20,
1980-03-01,Send One Your Love,Stevie Wonder,4,93,18,95,-2,
1980-03-01,Small Paradise,John Cougar,87,87,3,96,-9,
1980-03-01,Voice Of Freedom,Jim Kirk And The Tm Singers,71,71,3,93,-22,
1980-03-01,Wait For Me,Daryl Hall John Oates,18,99,19,99,0,
1980-03-01,We Don't Talk Anymore,Cliff Richard,7,69,20,94,-25,
1975-03-01,Big Yellow Taxi,Joni Mitchell,24,41,16,72,-31,
1975-03-01,Future Shock,Hello People,71,78,7,80,-2,
1975-03-01,Get Dancin',Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,10,29,15,57,-28,
1975-03-01,Isn't It Lonely Together,Stark & McBrien,85,85,6,97,-12,
1975-03-01,It's All Right,Jim Capaldi,55,59,7,55,4,
1975-03-01,Junior's Farm/Sally G,Paul McCartney And Wings,3,39,17,64,-25,
1975-03-01,Laughter In The Rain,Neil Sedaka,1,33,20,61,-28,
1975-03-01,Lucy In The Sky With Diamonds,Elton John,1,52,14,71,-19,
1975-03-01,Mandy,Barry Manilow,1,36,16,66,-30,
1975-03-01,Morning Side Of The Mountain,Donny & Marie Osmond,8,67,16,81,-14,
1975-03-01,Star On A TV Show,The Stylistics,47,47,7,68,-21,
1986-03-01,Alive & Kicking,Simple Minds,3,59,20,86,-27,
1986-03-01,Everybody Dance,Ta Mara & The Seen,24,73,21,91,-18,
1986-03-01,One Sunny Day (From Quicksilver),"Ray Parker,Jr. & Helen Terry",96,96,3,100,-4,
1986-03-01,Party All The Time,Eddie Murphy,2,58,22,79,-21,
1986-03-01,Small Town,John Mellencamp,6,69,18,84,-15,
1986-03-01,Strength,The Alarm,61,66,10,99,-33,
1986-03-01,Wood Beez (Pray Like Aretha Franklin),Scritti Politti,91,91,4,98,-7,
1986-03-01,You're A Friend Of Mine,Clarence Clemons & Jackson Browne,18,62,19,85,-23,
1997-03-01,Counting Blue Cars,Dishwalla,15,46,48,48,-2,
1997-03-01,Drop Dead Gorgeous,Republica,93,93,3,100,-7,
1997-03-01,Electrolite,R.E.M.,96,96,2,99,-3,
1997-03-01,Street Dreams,Nas,22,84,17,96,-12,
1997-03-01,You Don't Have To Love Me,Monifah,82,82,9,94,-12,
2000-02-12,"4, 5, 6",Sole Featuring JT Money & Kandi,21,95,16,94,1,
2000-02-12,Home To You,John Michael Montgomery,45,86,20,90,-4,
2000-02-12,L.A. Song,Beth Hart,90,91,12,97,-6,
2000-02-12,"Live, Laugh, Love",Clay Walker,74,92,11,98,-6,
2000-02-12,N 2 Gether Now,Limp Bizkit Featuring Method Man,73,97,11,96,1,
2000-02-12,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,72,87,11,95,-8,
2000-02-12,The Chemicals Between Us,Bush,67,89,20,93,-4,
2000-02-12,"Tricky, Tricky",Lou Bega,74,74,3,87,-13,
2000-02-12,Where My Girls At?,702,4,41,42,48,-7,
1977-02-12,"Darlin' Darlin' Baby (Sweet, Tender, Love)",The O'Jays,72,72,4,92,-20,
1977-02-12,Hail! Hail! Rock And Roll!,Starland Vocal Band,71,71,6,94,-23,
1977-02-12,Hey Baby,Ringo Starr,74,80,3,74,6,
1977-02-12,I Never Cry,Alice Cooper,12,51,27,51,0,
1977-02-12,It Keeps You Runnin',The Doobie Brothers,37,55,14,83,-28,
1977-02-12,Love To The World,L.T.D.,91,96,3,91,5,
1977-02-12,Shakey Ground,Phoebe Snow,70,70,4,70,0,
1977-02-12,Someone To Lay Down Beside Me,Linda Ronstadt,42,52,11,58,-6,
1977-02-12,Sorry Seems To Be The Hardest Word,Elton John,6,50,14,79,-29,
1977-02-12,Spend Some Time,Elvin Bishop Featuring Mickey Thomas,93,93,8,100,-7,
1977-02-12,You've Got Me Runnin',Gene Cotton,33,33,11,49,-16,
1972-02-12,Baby Won't You Let Me Rock 'N Roll You,Ten Years After,61,61,5,74,-13,
1972-02-12,Daisy Mae,"Hamilton, Joe Frank & Reynolds",41,41,11,57,-16,
1972-02-12,Get Out Of Bed,Livingston Taylor,97,98,2,97,1,
1972-02-12,I'd Like To Teach The World To Sing (In Perfect Harmony),The Hillside Singers,13,26,12,36,-10,
1972-02-12,I'd Like To Teach The World To Sing (In Perfect Harmony),The New Seekers,7,18,11,31,-13,
1972-02-12,Pain (Part I),Ohio Players,64,64,8,70,-6,
1972-02-12,Sugar Daddy,Jackson 5,10,16,10,32,-16,
1972-02-12,Sweet Baby,Donnie Elbert,92,94,4,92,2,
1972-02-12,The Harder I Try (The Bluer I Get),Free Movement,50,50,10,58,-8,
1972-02-12,Under My Wheels,Alice Cooper,59,59,8,60,-1,
1983-02-12,Feet Don't Fail Me Now,Utopia,82,82,6,91,-9,
1983-02-12,Put It In A Magazine,Sonny Charles,40,60,14,85,-25,
1983-02-12,Two Less Lonely People In The World,Air Supply,38,87,14,95,-8,
1983-02-12,What If (I Said I Love You),Unipop,71,71,8,89,-18,
1994-02-12,Fast As You,Dwight Yoakam,70,97,10,97,0,
1994-02-12,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1,45,22,50,-5,
1994-02-12,Into Your Arms,The Lemonheads,67,99,14,100,-1,
1994-02-12,Sentimental,Kenny G,72,90,10,99,-9,
1994-02-12,True Love,Elton John & Kiki Dee,56,91,12,98,-7,
1978-02-11,Blue Bayou,Linda Ronstadt,3,56,23,98,-42,
1978-02-11,Crazy On You,Heart,35,62,19,100,-38,
1978-02-11,Easy To Love,Leo Sayer,36,36,10,57,-21,
1978-02-11,Point Of Know Return,Kansas,28,57,14,99,-42,
1978-02-11,Reach For It,George Duke,54,54,6,96,-42,
1978-02-11,Runaround Sue,Leif Garrett,13,45,14,95,-50,
1978-02-11,Sentimental Lady,Bob Welch,8,47,18,67,-20,
1978-02-11,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,12,55,22,97,-42,
1989-02-11,Back On Holiday,Robbie Nevil,34,68,14,94,-26,
1989-02-11,Finish What Ya Started,Van Halen,13,89,20,99,-10,
1989-02-11,Kiss,The Art Of Noise Featuring Tom Jones,31,60,11,86,-26,
1989-02-11,Left To My Own Devices,Pet Shop Boys,84,84,3,98,-14,
1989-02-11,Not Just Another Girl,Ivan Neville,26,91,19,100,-9,
1989-02-11,Posse On Broadway,Sir Mix-A-Lot,70,82,9,95,-13,
1989-02-11,Welcome To The Jungle,Guns N' Roses,7,88,17,97,-9,
1984-02-11,Church Of The Poison Mind,Culture Club,10,76,17,100,-24,
1984-02-11,I Will Follow,U2,81,81,5,91,-10,
1984-02-11,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,1,72,25,97,-25,
1984-02-11,Remember The Night,The Motels,36,47,11,54,-7,
1984-02-11,Something's On Your Mind,D Train,79,87,6,99,-12,
1984-02-11,Sweetheart Like You,Bob Dylan,55,60,9,93,-33,
1984-02-11,Undercover Of The Night,The Rolling Stones,9,65,14,98,-33,
1995-02-11,Black Coffee,Heavy D & The Boyz,57,91,15,99,-8,
1995-02-11,Blind Man,Aerosmith,48,90,14,98,-8,
1995-02-11,"December 1963 (Oh, What A Night)",The 4 Seasons,14,44,27,48,-4,
1995-02-11,Don't Say Goodbye Girl,Tevin Campbell,71,73,7,97,-24,
1995-02-11,Fa All Y'all,Da Brat,37,92,18,96,-4,
1995-02-11,Playaz Club,Rappin' 4-Tay,36,51,21,50,1,
1995-02-11,Redneck Stomp,Jeff Foxworthy,75,94,10,100,-6,
1995-02-11,Something's Always Wrong,Toad The Wet Sprocket,41,74,20,82,-8,
1979-02-10,(Our Love) Don't Throw It All Away,Andy Gibb,9,53,18,98,-45,
1979-02-10,A Little Lovin' (Keeps The Doctor Away),The Raes,61,61,9,61,0,
1979-02-10,Dancin' Shoes,Faith Band,54,54,9,99,-45,
1979-02-10,I Don't Wanna Lose You,Daryl Hall John Oates,42,42,10,95,-53,
1979-02-10,Not Fade Away,Tanya Tucker,70,70,4,100,-30,
1979-02-10,One Last Kiss,The J. Geils Band,35,35,13,94,-59,
1979-02-10,Promises,Eric Clapton And His Band,9,34,18,92,-58,
1979-02-10,Sharing The Night Together,Dr. Hook,6,57,22,96,-39,
1979-02-10,You Need A Woman Tonight,Captain & Tennille,40,51,10,97,-46,
1973-02-10,Clair,Gilbert O'Sullivan,2,23,16,28,-5,
1973-02-10,Come Softly To Me,The New Seekers,95,95,3,96,-1,
1973-02-10,Don't Leave Me Starvin' For Your Love (Part 1),Holland-Dozier,52,55,6,52,3,
1973-02-10,Don't Let Me Be Lonely Tonight,James Taylor,14,26,11,35,-9,
1973-02-10,Fever/My Crew,Rita Coolidge,76,76,7,79,-3,
1973-02-10,Funny Face,Donna Fargo,5,30,20,39,-9,
1973-02-10,I Never Said Goodbye,Engelbert Humperdinck,61,61,7,69,-8,
1973-02-10,I'll Be Your Shelter (In Time Of Storm),Luther Ingram,40,47,11,55,-8,
1973-02-10,Lucky Man,"Emerson, Lake & Palmer",48,51,19,59,-8,
1973-02-10,Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,6,19,19,32,-13,
1973-02-10,Smoke Gets In Your Eyes,Blue Haze,27,35,14,47,-12,
1973-02-10,Songman,Cashman & West,59,59,7,62,-3,
1973-02-10,Sugar Magnolia,Grateful Dead,91,94,2,91,3,
1973-02-10,We're Gonna Have A Good Time,Rare Earth,93,99,3,93,6,
1990-02-10,Don't Close Your Eyes,KIX,11,77,23,89,-12,
1990-02-10,Don't Take It Personal,Jermaine Jackson,64,83,11,96,-13,
1990-02-10,Everything You Do (You're Sexing Me),Fiona (Duet With Kip Winger),52,88,12,98,-10,
1990-02-10,Figure Of Eight,Paul McCartney,92,96,5,99,-3,
1990-02-10,Living In Sin,Bon Jovi,9,82,19,100,-18,
1990-02-10,Never 2 Much Of U,Dino,61,70,9,88,-18,
1990-02-10,Over And Over,Pajama Party,59,80,14,86,-6,
1990-02-10,"Timeless Love (From ""Shocker"")",Saraya,85,87,5,95,-8,
1990-02-10,When I See You Smile,Bad English,1,79,22,85,-6,
1996-02-10,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,Shania Twain,74,87,15,93,-6,
1996-02-10,Boom Boom Boom,The Outhere Brothers,65,76,20,81,-5,
1996-02-10,Daughter/Yellow Ledbetter,Pearl Jam,97,97,2,99,-2,
1996-02-10,I Remember,Boyz II Men,46,86,11,97,-11,
1996-02-10,I'll Be There For You/This House Is Not A Home,The Rembrandts,17,58,20,63,-5,
1996-02-10,Incarcerated Scarfaces/Ice Cream,Raekwon,37,88,18,100,-12,
1996-02-10,Rosealia,Better Than Ezra,71,94,12,98,-4,
1996-02-10,Throw Your Set In The Air,Cypress Hill,45,93,18,95,-2,
1980-02-09,Babe,Styx,1,79,19,96,-17,
1980-02-09,Dig The Gold,Joyce Cobb,42,42,12,75,-33,
1980-02-09,Dirty Water,The Inmates,51,85,10,97,-12,
1980-02-09,Glide,Pleasure,55,55,10,93,-38,
1980-02-09,Head Games,Foreigner,14,86,14,99,-13,
1980-02-09,Holdin' On For Dear Love,Lobo,75,75,8,91,-16,
1980-02-09,I Call Your Name,Switch,83,83,15,98,-15,
1980-02-09,I'm Alive,Gamma,60,60,6,100,-40,
1980-02-09,Jane,Jefferson Starship,14,63,15,78,-15,
1980-02-09,Memorize Your Number,Leif Garrett,60,70,9,95,-25,
1980-02-09,Rotation,Herb Alpert,30,65,13,94,-29,
1980-02-09,Still,Commodores,1,81,20,92,-11,
1974-02-09,Flashback,The 5th Dimension,82,84,9,97,-13,
1974-02-09,If You're Ready (Come Go With Me),The Staple Singers,9,57,16,68,-11,
1974-02-09,Love Has No Pride,Linda Ronstadt,51,63,11,74,-11,
1974-02-09,Raised On Robbery,Joni Mitchell,65,65,8,76,-11,
1974-02-09,Sister Mary Elephant (Shudd-Up!),Cheech & Chong,24,41,12,61,-20,
1974-02-09,Stoned To The Bone - Part 1,James Brown,58,71,11,79,-8,
1974-02-09,This Time I'm Gone For Good,"Bobby ""Blue"" Bland",42,59,13,73,-14,
1974-02-09,Walk Like A Man,Grand Funk,19,38,12,57,-19,
1974-02-09,Wang Dang Doodle,The Pointer Sisters,61,61,8,77,-16,
1985-02-09,All Through The Night,Cyndi Lauper,5,88,19,96,-8,
1985-02-09,Bruce,Rick Springfield,27,74,13,93,-19,
1985-02-09,Centipede,Rebbie Jackson,24,85,19,98,-13,
1985-02-09,I Just Called To Say I Love You,Stevie Wonder,1,93,26,99,-6,
1985-02-09,Lonely School,Tommy Shaw,60,79,9,95,-16,
1985-02-09,No More Lonely Nights,Paul McCartney,6,86,18,97,-11,
1985-02-09,Strut,Sheena Easton,7,91,25,100,-9,
1991-02-09,Does She Love That Man?,Breathe Featuring David Glasper,34,59,13,87,-28,
1991-02-09,Freedom,George Michael,8,67,16,96,-29,
1991-02-09,Gentle,Dino,31,82,14,97,-15,
1991-02-09,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,12,80,16,92,-12,
1991-02-09,More Than Words Can Say,Alias,2,77,23,94,-17,
1991-02-09,One And Only Man,Steve Winwood,18,84,15,99,-15,
1991-02-09,You're Amazing,Robert Palmer,28,71,13,100,-29,
1975-02-08,Angie Baby,Helen Reddy,1,44,17,61,-17,
1975-02-08,Cat's In The Cradle,Harry Chapin,1,57,19,70,-13,
1975-02-08,I Am I Am,Smokey Robinson,56,71,9,75,-4,
1975-02-08,Kung Fu Fighting,Carl Douglas,1,43,18,60,-17,
1975-02-08,Only You,Ringo Starr,6,35,13,56,-21,
1975-02-08,Ready,Cat Stevens,26,26,10,46,-20,
1975-02-08,Ride 'em Cowboy,Paul Davis,23,48,18,63,-15,
1975-02-08,"You're The First, The Last, My Everything",Barry White,2,33,15,54,-21,
1986-02-08,Count Me Out,New Edition,51,76,15,90,-14,
1986-02-08,Don't Say No Tonight,Eugene Wilde,76,86,10,87,-1,
1986-02-08,Election Day,Arcadia,6,67,16,89,-22,
1986-02-08,Emergency,Kool & The Gang,18,71,16,81,-10,
1986-02-08,I Need You,Maurice White,95,0,1,95,New,
1986-02-08,One Vision,Queen,61,78,10,96,-18,
1986-02-08,Prove Me Wrong,David Pack,95,95,3,98,-3,
1986-02-08,Sleeping Bag,ZZ Top,8,73,17,82,-9,
1986-02-08,The Big Money,Rush,45,85,14,100,-15,
1986-02-08,To Live And Die In L.A.,Wang Chung,41,90,18,99,-9,
1997-02-08,At Night I Pray,Wild Orchid,63,95,20,97,-2,
1997-02-08,Birmingham,Amanda Marshall,43,92,20,93,-1,
1997-02-08,"Bohemian Rhapsody (From ""High School High"")",The Braids,42,84,17,87,-3,
1997-02-08,Bow Down,Westside Connection,21,59,20,65,-6,
1997-02-08,Dance Into The Light,Phil Collins,45,98,16,99,-1,
1997-02-08,Key West Intermezzo (I Saw You First),John Mellencamp,14,40,24,46,-6,
1997-02-08,Macarena (Bayside Boys Mix),Los Del Rio,1,42,60,44,-2,
1997-02-08,One And One,Robert Miles Featuring Maria Nayler,54,99,19,100,-1,
1992-02-08,A Day In My Life (Without You),Lisette Melendez,49,93,20,94,-1,
1992-02-08,Cream,Prince And The N.P.G.,1,60,20,67,-7,
1992-02-08,I'll Take You There,BeBe & CeCe Winans Featuring Mavis Staples,90,99,6,99,0,
1992-02-08,Just A Touch Of Love,C+C Music Factory Presents Zelma Davis,50,95,14,100,-5,
1992-02-08,That's What Love Is For,Amy Grant,7,28,20,36,-8,
1992-02-08,Whispers,Corina,51,76,20,83,-7,
1976-02-07,Amazing Grace (used To Be Her Favorite Song),Amazing Rhythm Aces,72,74,8,72,2,
1976-02-07,Country Boy (You Got Your Feet In L.A.),Glen Campbell,11,29,14,56,-27,
1976-02-07,Disco Sax/for The Love Of You,Houston Person,91,92,4,91,1,
1976-02-07,Honey I,George McCrae,65,66,5,65,1,
1976-02-07,Hurricane (Part 1),Bob Dylan,33,70,11,70,0,
1976-02-07,Make Love To Your Mind,Bill Withers,76,81,8,76,5,
1976-02-07,Once You Hit The Road,Dionne Warwick,79,82,5,79,3,
1976-02-07,One Fine Day,Julie,93,95,4,95,0,
1976-02-07,Over My Head,Fleetwood Mac,20,45,14,58,-13,
1976-02-07,Tenth Avenue Freeze-out,Bruce Springsteen,83,87,3,83,4,
1976-02-07,That's The Way (I Like It),KC And The Sunshine Band,1,69,16,81,-12,
1976-02-07,Yesterday's Hero,John Paul Young,42,42,9,59,-17,
1987-02-07,A Trick Of The Night,Bananarama,76,86,7,94,-8,
1987-02-07,Crazay,Jesse Johnson (Featuring Sly Stone),53,77,16,97,-20,
1987-02-07,Don't Get Me Wrong,Pretenders,10,69,18,77,-8,
1987-02-07,Love Is Forever,Billy Ocean,16,51,16,83,-32,
1987-02-07,Suburbia,Pet Shop Boys,70,81,10,85,-4,
1987-02-07,"The Future's So Bright, I Gotta Wear Shades",Timbuk 3,19,71,16,100,-29,
1987-02-07,The Next Time I Fall,Peter Cetera With Amy Grant,1,58,21,82,-24,
1987-02-07,True To You,Ric Ocasek,75,89,8,98,-9,
1987-02-07,Two People,Tina Turner,30,68,12,99,-31,
1987-02-07,War,Bruce Springsteen,8,52,12,71,-19,
1981-02-07,Dreaming,Cliff Richard,10,97,22,99,-2,
1981-02-07,I Believe In You,Don Williams,24,68,20,91,-23,
1981-02-07,I'm Coming Out,Diana Ross,5,82,23,95,-13,
1981-02-07,Need Your Loving Tonight,Queen,44,75,11,94,-19,
1981-02-07,Remote Control,The Reddings,89,100,13,100,0,
1981-02-07,Teacher Teacher,Rockpile,51,86,12,96,-10,
1981-02-07,You,"Earth, Wind & Fire",48,88,12,97,-9,
1981-02-07,You've Lost That Lovin' Feeling,Daryl Hall John Oates,12,64,20,83,-19,
1998-02-07,4 Seasons Of Loneliness,Boyz II Men,1,39,20,44,-5,
1998-02-07,Butta Love,Next,16,36,23,43,-7,
1998-02-07,Don't Go,Le Click Featuring Kayo,62,86,19,97,-11,
1998-02-07,Everything,Mary J. Blige,24,60,20,69,-9,
1998-02-07,In Harm's Way,BeBe Winans,83,92,12,98,-6,
1998-02-07,Man Behind The Music,Queen Pen Featuring Teddy Riley,84,84,9,96,-12,
1998-02-07,Much Better,Club 69 Featuring Suzanne Palmer,95,95,3,100,-5,
1998-02-07,Spin Spin Sugar,Sneaker Pimps,87,91,13,99,-8,
1998-02-07,Still Waters (Run Deep),Bee Gees,57,74,9,90,-16,
1998-02-07,What About Us,Total,16,40,24,50,-10,
1971-02-06,(Don't Worry) If There's A Hell Below We're All Going To Go,Curtis Mayfield,29,53,12,53,0,
1971-02-06,Black Magic Woman,Santana,4,12,13,24,-12,
1971-02-06,Fly Little White Dove Fly,The Bells,95,95,5,99,-4,
1971-02-06,For The Good Times,Ray Price,11,23,24,28,-5,
1971-02-06,Games,Redeye,27,34,14,38,-4,
1971-02-06,I Dig Everything About You,The Mob,83,83,3,83,0,
1971-02-06,Mixed Up Guy,Joey Scarbury,73,73,4,80,-7,
1971-02-06,Pay To The Piper,Chairman Of The Board,13,27,13,37,-10,
1971-02-06,Stoned Love,The Supremes,7,21,14,26,-5,
1971-02-06,Stop The War Now,Edwin Starr,26,44,8,52,-8,
1971-02-06,They Can't Take Away Our Music,Eric Burdon And War,50,62,8,62,0,
1971-02-06,We'll Have It Made,The Spinners,89,96,3,89,7,
1988-02-06,Burning Like A Flame,Dokken,72,82,8,94,-12,
1988-02-06,I Think We're Alone Now,Tiffany,1,96,24,100,-4,
1988-02-06,In My Dreams,REO Speedwagon,19,95,30,98,-3,
1988-02-06,Love Will Find A Way,Yes,30,89,19,97,-8,
1988-02-06,Rain In The Summertime,The Alarm,71,78,8,91,-13,
1988-02-06,Stimulation,Wa Wa Nee,86,86,2,95,-9,
1988-02-06,We'll Be Together,Sting,7,88,18,96,-8,
1988-02-06,You And Me Tonight,Deja,54,87,12,99,-12,
1982-02-06,A World Without Heroes,KISS,56,56,9,96,-40,
1982-02-06,Breakin' Away,Al Jarreau,43,43,10,87,-44,
1982-02-06,Could It Be Love,Jennifer Warnes,47,47,10,93,-46,
1982-02-06,Feel Like A Number,Bob Seger & The Silver Bullet Band,48,48,8,94,-46,
1982-02-06,Here I Am (Just When I Thought I Was Over You),Air Supply,5,74,20,100,-26,
1982-02-06,It's My Party,Dave Stewart and Barbara Gaskin,72,72,8,72,0,
1982-02-06,More Than Just The Two Of Us,Sneaker,34,69,15,97,-28,
1982-02-06,Oh No,Commodores,4,54,20,85,-31,
1982-02-06,Seasons Of Gold,Gidea Park featuring Adrian Baker,82,82,3,92,-10,
1982-02-06,Take My Heart (You Can Have It If You Want It),Kool & The Gang,17,45,17,83,-38,
1999-02-06,Another Way,Tevin Campbell,100,100,2,100,0,
1999-02-06,It Must Be Love,Ty Herndon,38,89,10,95,-6,
1999-02-06,Let Me Let Go,Faith Hill,33,88,10,98,-10,
1999-02-06,Love Me,112 Featuring Mase,17,83,16,89,-6,
1999-02-06,My Favorite Mistake,Sheryl Crow,20,38,10,45,-7,
1993-02-06,Drive,R.E.M.,28,69,15,84,-15,
1993-02-06,Games,Chuckii Booker,68,97,12,100,-3,
1993-02-06,I Wish The Phone Would Ring,Expose,28,73,15,86,-13,
1993-02-06,Keep The Faith,Bon Jovi,29,91,16,98,-7,
1993-02-06,These Are Days,"10,000 Maniacs",66,94,11,97,-3,
1993-02-06,This Could Be The One,Bad Company,87,96,8,99,-3,
2000-02-05,Bug A Boo,Destiny's Child,33,96,20,96,0,
2000-02-05,Don't Say You Love Me,M2M,21,98,12,98,0,
2000-02-05,Satisfy You,Puff Daddy Featuring R. Kelly,2,66,20,80,-14,
2000-02-05,She Thinks My Tractor's Sexy,Kenny Chesney,74,100,12,100,0,
2000-02-05,Someday,Sugar Ray,7,40,32,50,-10,
2000-02-05,Still D.R.E.,Dr. Dre Featuring Snoop Dogg,93,0,5,99,Re-Entry,
2000-02-05,The Quittin' Kind,Joe Diffie,90,93,6,94,-1,
1977-02-05,"Baby, You Look Good To Me Tonight",John Denver,65,65,7,66,-1,
1977-02-05,C.b. Savage,Rod Hart,67,69,7,67,2,
1977-02-05,Do It To My Mind,Johnny Bristol,43,44,11,43,1,
1977-02-05,"Do What You Want, Be What You Are",Daryl Hall John Oates,39,53,15,59,-6,
1977-02-05,If Not You,Dr. Hook,55,87,11,87,0,
1977-02-05,Love Me,Yvonne Elliman,14,50,19,100,-50,
1977-02-05,Muskrat Love,Captain & Tennille,4,51,20,97,-46,
1977-02-05,Turn Loose Of My Leg,Jim Stafford,98,99,2,98,1,
1977-02-05,Up Your Nose,Gabriel Kaplan,91,92,3,91,1,
1972-02-05,Another Puff,Jerry Reed,65,67,5,65,2,
1972-02-05,Family Affair,Sly & The Family Stone,1,18,14,30,-12,
1972-02-05,Five Hundred Miles,Heaven Bound with Tony Scotti,79,79,9,82,-3,
1972-02-05,It's One Of Those Nights (Yes Love),The Partridge Family Starring Shirley Jones Featuring David Cassidy,20,20,8,32,-12,
1972-02-05,Looking For A Love,The J. Geils Band,39,45,10,52,-7,
1972-02-05,Music From Across The Way,James Last,84,85,4,84,1,
1972-02-05,Oh Me Oh My (I'm A Fool For You Baby),Aretha Franklin,73,73,4,76,-3,
1972-02-05,Once You Understand,Think,23,35,10,43,-8,
1972-02-05,Those Were The Days,Carroll O'Connor And Jean Stapleton (As The Bunkers),43,43,9,58,-15,
1972-02-05,Way Back Home,Jr. Walker & The All Stars,52,52,9,57,-5,
1972-02-05,What Am I Living For,Ray Charles,54,54,7,71,-17,
1983-02-05,A Penny For Your Thoughts,Tavares,33,91,21,98,-7,
1983-02-05,Give It Up,The Steve Miller Band,60,93,9,100,-7,
1983-02-05,"Let's Go Dancin' (ooh La, La, La)",Kool & The Gang,30,88,15,97,-9,
1983-02-05,Papa Was A Rollin' Stone,Wolf,55,92,9,99,-7,
1983-02-05,Rock This Town,Stray Cats,9,85,21,95,-10,
1983-02-05,Truly,Lionel Richie,1,87,18,96,-9,
1994-02-05,Anniversary,Tony Toni Tone,10,74,20,79,-5,
1994-02-05,Hey Mr. D.J.,Zhane,6,40,24,50,-10,
1994-02-05,"I Love Music (From ""Carlito's Way"")",Rozalla,76,76,7,87,-11,
