Position,Track Name,Artist,Streams
67,Scared to Be Lonely,Martin Garrix,394319
68,Call On Me - Ryan Riback Extended Remix,Starley,373267
69,Broccoli (feat. Lil Yachty),DRAM,368936
70,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,368884
71,Black SpiderMan,Logic,358489
72,Green Light,Lorde,355733
73,Free Smoke,Drake,347121
74,Blem,Drake,345132
75,Caroline,Aminé,342947
76,wokeuplikethis*,Playboi Carti,341804
77,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,341793
78,Weak,AJR,338325
79,Break Up Every Night,The Chainsmokers,337025
80,No Promises (feat. Demi Lovato),Cheat Codes,334488
81,Peek A Boo,Lil Yachty,334104
82,Get Right Witcha,Migos,331374
83,X (feat. Future),21 Savage,330592
84,Everybody,Logic,329086
85,Still Got Time,ZAYN,322134
86,The Night We Met,Lord Huron,318929
87,Teenage Fever,Drake,315260
88,Losin Control,Russ,311574
89,One Dance,Drake,309978
90,Attention,Charlie Puth,306778
91,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,306126
92,make daddy proud,blackbear,304028
93,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,303054
94,Solo Dance,Martin Jensen,301969
95,24K Magic,Bruno Mars,301897
96,Black Beatles,Rae Sremmurd,301666
97,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,299468
98,Everyday,Ariana Grande,298258
99,Love On The Brain,Rihanna,297683
100,Touch,Little Mix,297473
101,Up,NAV,296644
102,Both (feat. Drake),Gucci Mane,296331
103,You Was Right,Lil Uzi Vert,288358
104,Slippery (feat. Gucci Mane),Migos,286713
105,pick up the phone,Young Thug,285104
106,Obsession (feat. Jon Bellion),Vice,280011
107,White Iverson,Post Malone,279975
108,Sacrifices,Drake,277290
109,Do Not Disturb,Drake,276696
110,Low Life,Future,276429
111,September Song,JP Cooper,275987
112,Castle on the Hill,Ed Sheeran,271919
113,History,Olivia Holt,271474
114,First Day Out,Tee Grizzley,268839
115,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,268622
116,"How Far I'll Go - From ""Moana""",Alessia Cara,266017
117,No Role Modelz,J. Cole,265642
118,Get It Together,Drake,263442
119,All Night (feat. Knox Fortune),Chance The Rapper,257200
120,Starving,Hailee Steinfeld,254685
121,Chill Bill,Rob $tone,254609
122,No Heart,21 Savage,247936
123,From The D To The A (feat. Lil Yachty),Tee Grizzley,247716
124,Money Longer,Lil Uzi Vert,247671
125,DEVASTATED,Joey Bada$$,247604
126,Water,Ugly God,247098
127,Heatstroke,Calvin Harris,246509
128,PRBLMS,6LACK,246021
129,You Don't Know Me - Radio Edit,Jax Jones,240950
130,Party Monster,The Weeknd,238803
131,Lights Down Low,MAX,238704
132,Everyday We Lit (feat. PnB Rock),YFN Lucci,235768
133,Neighbors,J. Cole,234460
134,beibs in the trap,Travis Scott,234443
135,Don't Let Me Down,The Chainsmokers,233686
136,Deja Vu,J. Cole,233172
137,Selfish,PnB Rock,232164
138,Comin Out Strong,Future,231695
139,Chained To The Rhythm,Katy Perry,229251
140,Ice Melts,Drake,228981
141,Hurricane,Luke Combs,227661
142,Go Flex,Post Malone,226689
143,KMT,Drake,226333
144,Bad Things (with Camila Cabello),Machine Gun Kelly,225688
145,No Flockin,Kodak Black,224805
146,Heathens,Twenty One Pilots,223024
147,No Frauds,Nicki Minaj,221259
148,hell is where i dreamt of u and woke up alone,blackbear,220804
149,Perfect,Ed Sheeran,220526
150,m.A.A.d city,Kendrick Lamar,217973
151,Young Dumb & Broke,Khalid,217911
152,No Long Talk,Drake,217815
153,Exchange,Bryson Tiller,216626
154,Both (feat. Drake & Lil Wayne) - Remix,Gucci Mane,214602
155,Don't,Bryson Tiller,213621
156,Saved,Khalid,213401
157,Party,Chris Brown,213364
158,Happier,Ed Sheeran,212743
159,The Heart Part 4,Kendrick Lamar,212216
160,TG4M,Zara Larsson,211741
161,Side To Side,Ariana Grande,210281
162,Come and See Me (feat. Drake),PARTYNEXTDOOR,210016
163,In Case You Didn't Know,Brett Young,209896
164,Needed Me,Rihanna,208478
165,Madiba Riddim,Drake,208118
166,All Time Low,Jon Bellion,206830
167,4422,Drake,206523
168,Down,Marian Hill,205925
169,Too Many Years,Kodak Black,205162
170,In the Name of Love,Martin Garrix,204282
171,Controlla,Drake,204167
172,Dirt On My Boots,Jon Pardi,203562
173,Let Me Love You,DJ Snake,200607
174,Patty Cake,Kodak Black,199998
175,Skateboard P (feat. Big Sean),MadeinTYO,199760
176,Hometown Girl,Josh Turner,197699
177,Rent Money,Future,197663
178,Mercy,Shawn Mendes,197168
179,Panda,Desiigner,196708
180,Too Good,Drake,196041
181,Running Back (feat. Lil Wayne),Wale,195052
182,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,193404
183,Up,Desiigner,192950
184,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,192181
185,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,192015
186,Jorja Interlude,Drake,191241
187,Gassed Up,Nebu Kiniza,190900
188,Ride,Twenty One Pilots,189169
189,What They Want,Russ,188699
190,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,187330
191,No Favors,Big Sean,185463
192,How Far I'll Go,Auli'i Cravalho,185084
193,Erase Your Social,Lil Uzi Vert,184716
194,Jumpman,Drake,183873
195,Antidote,Travis Scott,183259
196,Magnolia,Playboi Carti,183116
197,Chantaje,Shakira,182198
198,Kelly Price (feat. Travis Scott),Migos,182109
199,Nights With You,MØ,180036
200,Star Of The Show,Thomas Rhett,179905
1,HUMBLE.,Kendrick Lamar,2836597
2,DNA.,Kendrick Lamar,2070339
3,Mask Off,Future,1631529
4,XO TOUR Llif3,Lil Uzi Vert,1409227
5,Despacito - Remix,Luis Fonsi,1331236
6,ELEMENT.,Kendrick Lamar,1284766
7,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1202109
8,LOVE. FEAT. ZACARI.,Kendrick Lamar,1190371
9,iSpy (feat. Lil Yachty),KYLE,1147139
10,Passionfruit,Drake,1143622
11,That's What I Like,Bruno Mars,1073937
12,Shape of You,Ed Sheeran,1044663
13,Tunnel Vision,Kodak Black,941306
14,Congratulations,Post Malone,933342
15,Portland,Drake,914816
16,XXX. FEAT. U2.,Kendrick Lamar,909863
17,Location,Khalid,886595
18,YAH.,Kendrick Lamar,879369
19,Stay (with Alessia Cara),Zedd,858978
20,Something Just Like This,The Chainsmokers,796470
21,PRIDE.,Kendrick Lamar,784000
22,FEEL.,Kendrick Lamar,772754
23,LUST.,Kendrick Lamar,731899
24,Slide,Calvin Harris,728129
25,It Ain't Me (with Selena Gomez),Kygo,725511
26,Bounce Back,Big Sean,681989
27,Issues,Julia Michaels,661581
28,goosebumps,Travis Scott,651969
29,Bad and Boujee (feat. Lil Uzi Vert),Migos,635652
30,T-Shirt,Migos,629171
31,Body Like A Back Road,Sam Hunt,619155
32,FEAR.,Kendrick Lamar,613038
33,Look At Me!,XXXTENTACION,600755
34,GOD.,Kendrick Lamar,587379
35,Swang,Rae Sremmurd,576709
36,Fake Love,Drake,573420
37,DUCKWORTH.,Kendrick Lamar,563312
38,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,548318
39,Gyalchester,Drake,546059
40,BLOOD.,Kendrick Lamar,532639
41,Paris,The Chainsmokers,527645
42,do re mi,blackbear,521244
43,Sign of the Times,Harry Styles,517786
44,Selfish,Future,513055
45,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,490428
46,Believer,Imagine Dragons,479032
47,Now Or Never,Halsey,474133
48,Rolex,Ayo & Teo,457558
49,Redbone,Childish Gambino,457375
50,There's Nothing Holdin' Me Back,Shawn Mendes,452966
51,Unforgettable,French Montana,441906
52,Lust for Life (with The Weeknd),Lana Del Rey,427578
53,Closer,The Chainsmokers,421925
54,The One,The Chainsmokers,418852
55,Despacito (Featuring Daddy Yankee),Luis Fonsi,413613
56,Starboy,The Weeknd,410737
57,The Cure,Lady Gaga,403923
58,Symphony (feat. Zara Larsson),Clean Bandit,400853
59,Cold,Maroon 5,395184
60,Good Life (with G-Eazy & Kehlani),G-Eazy,391004
61,Moves,Big Sean,390458
62,I Feel It Coming,The Weeknd,387135
63,Galway Girl,Ed Sheeran,380319
64,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,374890
65,Say You Won't Let Go,James Arthur,374844
66,Broccoli (feat. Lil Yachty),DRAM,370083
67,The Night We Met,Lord Huron,361548
68,Scared to Be Lonely,Martin Garrix,358451
69,Call On Me - Ryan Riback Extended Remix,Starley,349240
70,Caroline,Aminé,346344
71,Get Right Witcha,Migos,332746
72,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,332435
73,Up,NAV,328078
74,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,327389
75,wokeuplikethis*,Playboi Carti,324493
76,Green Light,Lorde,324452
77,X (feat. Future),21 Savage,323206
78,Free Smoke,Drake,321007
79,Blem,Drake,318227
80,Weak,AJR,316850
81,One Dance,Drake,313473
82,24K Magic,Bruno Mars,306370
83,Still Got Time,ZAYN,305964
84,No Promises (feat. Demi Lovato),Cheat Codes,302426
85,Black Beatles,Rae Sremmurd,300816
86,Black SpiderMan,Logic,297536
87,Break Up Every Night,The Chainsmokers,295263
88,Everybody,Logic,290321
89,Peek A Boo,Lil Yachty,290209
90,Hard Times,Paramore,289820
91,Both (feat. Drake),Gucci Mane,289493
92,Teenage Fever,Drake,288390
93,Losin Control,Russ,282669
94,Love On The Brain,Rihanna,281845
95,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,280822
96,pick up the phone,Young Thug,278314
97,Everyday,Ariana Grande,276884
98,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,275233
99,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,274578
100,Touch,Little Mix,273899
101,Slippery (feat. Gucci Mane),Migos,273681
102,You Was Right,Lil Uzi Vert,272366
103,Solo Dance,Martin Jensen,272364
104,White Iverson,Post Malone,264812
105,Low Life,Future,259573
106,Do Not Disturb,Drake,258729
107,First Day Out,Tee Grizzley,258449
108,Chill Bill,Rob $tone,256700
109,Obsession (feat. Jon Bellion),Vice,256034
110,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,255264
111,No Role Modelz,J. Cole,253051
112,Sacrifices,Drake,253014
113,History,Olivia Holt,252604
114,"How Far I'll Go - From ""Moana""",Alessia Cara,250558
115,All Night (feat. Knox Fortune),Chance The Rapper,245329
116,Get It Together,Drake,244252
117,September Song,JP Cooper,243049
118,Castle on the Hill,Ed Sheeran,242616
119,Water,Ugly God,242222
120,No Heart,21 Savage,240217
121,Money Longer,Lil Uzi Vert,239119
122,Starving,Hailee Steinfeld,233721
123,Everyday We Lit (feat. PnB Rock),YFN Lucci,229809
124,From The D To The A (feat. Lil Yachty),Tee Grizzley,228422
125,You Don't Know Me - Radio Edit,Jax Jones,227170
126,Don't Let Me Down,The Chainsmokers,224188
127,Party Monster,The Weeknd,223614
128,DEVASTATED,Joey Bada$$,222450
129,No Flockin,Kodak Black,222272
130,PRBLMS,6LACK,222144
131,Selfish,PnB Rock,221292
132,Heathens,Twenty One Pilots,219750
133,Lights Down Low,MAX,219293
134,beibs in the trap,Travis Scott,215694
135,Heatstroke,Calvin Harris,215309
136,Bad Things (with Camila Cabello),Machine Gun Kelly,213997
137,No Frauds,Nicki Minaj,213811
138,Chained To The Rhythm,Katy Perry,213401
139,Neighbors,J. Cole,213241
140,Deja Vu,J. Cole,211190
141,Comin Out Strong,Future,209862
142,Ice Melts,Drake,209142
143,KMT,Drake,208921
144,Go Flex,Post Malone,205383
145,Don't,Bryson Tiller,204006
146,Exchange,Bryson Tiller,202868
147,Controlla,Drake,202656
148,Side To Side,Ariana Grande,202224
149,Party,Chris Brown,201406
150,Needed Me,Rihanna,199600
151,Panda,Desiigner,199325
152,Too Many Years,Kodak Black,197629
153,No Long Talk,Drake,197115
154,Hurricane,Luke Combs,196537
155,Come and See Me (feat. Drake),PARTYNEXTDOOR,195989
156,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,195820
157,TG4M,Zara Larsson,195691
158,Perfect,Ed Sheeran,194619
159,Too Good,Drake,194434
160,All Time Low,Jon Bellion,194285
161,Skateboard P (feat. Big Sean),MadeinTYO,194011
162,In the Name of Love,Martin Garrix,193952
163,Patty Cake,Kodak Black,193298
164,Attention,Charlie Puth,193237
165,Down,Marian Hill,193046
166,make daddy proud,blackbear,192847
167,Up,Desiigner,191965
168,m.A.A.d city,Kendrick Lamar,191701
169,Madiba Riddim,Drake,191042
170,Let Me Love You,DJ Snake,190644
171,Young Dumb & Broke,Khalid,190512
172,Saved,Khalid,188593
173,Gassed Up,Nebu Kiniza,187847
174,Ride,Twenty One Pilots,186413
175,Mercy,Shawn Mendes,186328
176,4422,Drake,185808
177,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,185664
178,Dirt On My Boots,Jon Pardi,185227
179,Happier,Ed Sheeran,184336
180,The Heart Part 4,Kendrick Lamar,183914
181,Jumpman,Drake,181925
182,In Case You Didn't Know,Brett Young,181256
183,Chantaje,Shakira,178972
184,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,178866
185,Rent Money,Future,178111
186,How Far I'll Go,Auli'i Cravalho,177631
187,What They Want,Russ,177180
188,Running Back (feat. Lil Wayne),Wale,176216
189,Magnolia,Playboi Carti,174660
190,One Night,Lil Yachty,174185
191,Erase Your Social,Lil Uzi Vert,173865
192,Jorja Interlude,Drake,173674
193,Treat You Better,Shawn Mendes,170683
194,Good Drank,2 Chainz,170357
195,Kelly Price (feat. Travis Scott),Migos,169421
196,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,168835
197,Stressed Out,Twenty One Pilots,168827
198,Antidote,Travis Scott,167723
199,Don't Wanna Know,Maroon 5,167416
200,Scars To Your Beautiful,Alessia Cara,167208
1,HUMBLE.,Kendrick Lamar,2476167
2,DNA.,Kendrick Lamar,1744855
3,Mask Off,Future,1451879
4,XO TOUR Llif3,Lil Uzi Vert,1277673
5,Despacito - Remix,Luis Fonsi,1240763
6,ELEMENT.,Kendrick Lamar,1085726
7,Passionfruit,Drake,1049845
8,iSpy (feat. Lil Yachty),KYLE,1047366
9,LOVE. FEAT. ZACARI.,Kendrick Lamar,1041773
10,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1020356
11,That's What I Like,Bruno Mars,974739
12,Shape of You,Ed Sheeran,954349
13,Congratulations,Post Malone,864094
14,Tunnel Vision,Kodak Black,848364
15,Location,Khalid,836392
16,Portland,Drake,815130
17,Stay (with Alessia Cara),Zedd,812548
18,XXX. FEAT. U2.,Kendrick Lamar,762354
19,Something Just Like This,The Chainsmokers,733748
20,YAH.,Kendrick Lamar,730536
21,It Ain't Me (with Selena Gomez),Kygo,678442
22,Slide,Calvin Harris,670332
23,PRIDE.,Kendrick Lamar,654757
24,FEEL.,Kendrick Lamar,635209
25,Issues,Julia Michaels,622150
26,Bounce Back,Big Sean,614937
27,LUST.,Kendrick Lamar,606198
28,goosebumps,Travis Scott,606009
29,Body Like A Back Road,Sam Hunt,595026
30,Bad and Boujee (feat. Lil Uzi Vert),Migos,565742
31,T-Shirt,Migos,563616
32,Look At Me!,XXXTENTACION,536913
33,Swang,Rae Sremmurd,519016
34,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,512681
35,Fake Love,Drake,512489
36,do re mi,blackbear,511502
37,FEAR.,Kendrick Lamar,504147
38,Sign of the Times,Harry Styles,495912
39,GOD.,Kendrick Lamar,492002
40,Gyalchester,Drake,484237
41,Paris,The Chainsmokers,472256
42,Selfish,Future,469492
43,DUCKWORTH.,Kendrick Lamar,466275
44,Now Or Never,Halsey,448855
45,There's Nothing Holdin' Me Back,Shawn Mendes,447533
46,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,447473
47,Believer,Imagine Dragons,445877
48,BLOOD.,Kendrick Lamar,439161
49,Rolex,Ayo & Teo,437210
50,Redbone,Childish Gambino,425869
51,Unforgettable,French Montana,393114
52,The One,The Chainsmokers,392635
53,Closer,The Chainsmokers,383524
54,Good Life (with G-Eazy & Kehlani),G-Eazy,378030
55,Symphony (feat. Zara Larsson),Clean Bandit,376535
56,Starboy,The Weeknd,372252
57,The Night We Met,Lord Huron,372019
58,Galway Girl,Ed Sheeran,371527
59,Cold,Maroon 5,371238
60,The Cure,Lady Gaga,370866
61,Despacito (Featuring Daddy Yankee),Luis Fonsi,370234
62,Say You Won't Let Go,James Arthur,361211
63,I Feel It Coming,The Weeknd,346124
64,Moves,Big Sean,345763
65,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,344980
66,Lust for Life (with The Weeknd),Lana Del Rey,331656
67,Broccoli (feat. Lil Yachty),DRAM,331461
68,Scared to Be Lonely,Martin Garrix,329469
69,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,320729
70,Call On Me - Ryan Riback Extended Remix,Starley,320597
71,Green Light,Lorde,312181
72,Caroline,Aminé,309784
73,Up,NAV,297799
74,Get Right Witcha,Migos,296400
75,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,294700
76,No Promises (feat. Demi Lovato),Cheat Codes,293386
77,Weak,AJR,292583
78,Still Got Time,ZAYN,290718
79,wokeuplikethis*,Playboi Carti,289905
80,One Dance,Drake,288651
81,X (feat. Future),21 Savage,288158
82,Blem,Drake,286280
83,Free Smoke,Drake,284336
84,24K Magic,Bruno Mars,273074
85,Break Up Every Night,The Chainsmokers,270724
86,Black Beatles,Rae Sremmurd,270493
87,Teenage Fever,Drake,265661
88,Losin Control,Russ,264135
89,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,261700
90,Black SpiderMan,Logic,261452
91,Both (feat. Drake),Gucci Mane,261207
92,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,261205
93,Love On The Brain,Rihanna,260176
94,Everybody,Logic,257473
95,Everyday,Ariana Grande,257006
96,Peek A Boo,Lil Yachty,253873
97,Touch,Little Mix,253705
98,pick up the phone,Young Thug,253247
99,Obsession (feat. Jon Bellion),Vice,249750
100,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,249475
101,You Was Right,Lil Uzi Vert,248602
102,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,248459
103,Solo Dance,Martin Jensen,246082
104,Slippery (feat. Gucci Mane),Migos,245663
105,White Iverson,Post Malone,242214
106,First Day Out,Tee Grizzley,240460
107,Do Not Disturb,Drake,240319
108,Low Life,Future,234422
109,Castle on the Hill,Ed Sheeran,231909
110,"How Far I'll Go - From ""Moana""",Alessia Cara,229753
111,Chill Bill,Rob $tone,229114
112,Hard Times,Paramore,228579
113,No Role Modelz,J. Cole,228436
114,History,Olivia Holt,226464
115,Sacrifices,Drake,226048
116,Get It Together,Drake,225416
117,September Song,JP Cooper,224202
118,All Night (feat. Knox Fortune),Chance The Rapper,221292
119,Water,Ugly God,219978
120,Lights Down Low,MAX,219932
121,Money Longer,Lil Uzi Vert,217911
122,You Don't Know Me - Radio Edit,Jax Jones,217889
123,Starving,Hailee Steinfeld,215864
124,No Heart,21 Savage,215642
125,Everyday We Lit (feat. PnB Rock),YFN Lucci,212883
126,PRBLMS,6LACK,208708
127,Selfish,PnB Rock,206803
128,Don't Let Me Down,The Chainsmokers,205602
129,Party Monster,The Weeknd,203473
130,From The D To The A (feat. Lil Yachty),Tee Grizzley,203248
131,Heathens,Twenty One Pilots,202472
132,DEVASTATED,Joey Bada$$,201491
133,No Flockin,Kodak Black,200932
134,Bad Things (with Camila Cabello),Machine Gun Kelly,196661
135,beibs in the trap,Travis Scott,196484
136,Neighbors,J. Cole,195685
137,Chained To The Rhythm,Katy Perry,194456
138,Heatstroke,Calvin Harris,194250
139,TG4M,Zara Larsson,192022
140,No Frauds,Nicki Minaj,191966
141,Perfect,Ed Sheeran,190830
142,Go Flex,Post Malone,190777
143,Deja Vu,J. Cole,190676
144,Exchange,Bryson Tiller,189715
145,Comin Out Strong,Future,189590
146,Don't,Bryson Tiller,189425
147,Ice Melts,Drake,187764
148,Controlla,Drake,186867
149,Hurricane,Luke Combs,186732
150,KMT,Drake,186013
151,Side To Side,Ariana Grande,185212
152,Needed Me,Rihanna,183815
153,Come and See Me (feat. Drake),PARTYNEXTDOOR,183007
154,Happier,Ed Sheeran,181982
155,Party,Chris Brown,181082
156,Saved,Khalid,180219
157,All Time Low,Jon Bellion,179434
158,Too Many Years,Kodak Black,179339
159,Panda,Desiigner,178213
160,Young Dumb & Broke,Khalid,177213
161,Too Good,Drake,176970
162,Mercy,Shawn Mendes,176099
163,Skateboard P (feat. Big Sean),MadeinTYO,175700
164,In the Name of Love,Martin Garrix,175103
165,Gassed Up,Nebu Kiniza,174652
166,No Long Talk,Drake,174555
167,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,174400
168,Let Me Love You,DJ Snake,173847
169,Ride,Twenty One Pilots,173073
170,Dirt On My Boots,Jon Pardi,173044
171,In Case You Didn't Know,Brett Young,172860
172,Patty Cake,Kodak Black,172744
173,Down,Marian Hill,172735
174,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,171936
175,Madiba Riddim,Drake,171835
176,4422,Drake,171254
177,Up,Desiigner,169884
178,m.A.A.d city,Kendrick Lamar,168754
179,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,167164
180,Attention,Charlie Puth,163705
181,Jumpman,Drake,163645
182,How Far I'll Go,Auli'i Cravalho,163238
183,make daddy proud,blackbear,163233
184,Chantaje,Shakira,161544
185,Magnolia,Playboi Carti,161432
186,What They Want,Russ,161192
187,Treat You Better,Shawn Mendes,160560
188,Rent Money,Future,159322
189,One Night,Lil Yachty,159211
190,Running Back (feat. Lil Wayne),Wale,159038
191,Erase Your Social,Lil Uzi Vert,158725
192,Stressed Out,Twenty One Pilots,157148
193,Scars To Your Beautiful,Alessia Cara,156785
